cas_number,name,english_name,brand,specification,initial_quantity,unit,quantity,price,order_reason,applicant,order_time
10124-78-4,2-异氰基萘,2-Isocyanonaphthalene,毕得,1g,1,g,1,126,not_stocked,huzhibin,20240913
103-72-0,异硫氰酸苯酯,Isothiocyanatobenzene,伊诺凯,5g,5,g,1,20.25,not_stocked,huzhibin,20240913
21256-18-8,"3-(4,5-二苯基噁唑-2-基)丙酸","3-(4,5-Diphenyloxazol-2-yl)propanoic acid",欣恒研,5 g,5,g,1,78.4,not_found,wangxi,20240913
81-23-2,脱氢胆酸,Dehydrocholic acid,毕得,5 g,5,g,1,56,running_out,wangxi,20240913
83249-10-9,双环[1.1.1]戊烷-1-羧酸-3-羧酸甲酯 ,3-(Methoxycarbonyl)bicyclo[1.1.1]pentane-1-carboxylic acid,毕得,1 g,1,g,1,55.3,not_stocked,wangxi,20240913
68539-16-2,"2,3:4,6-二亚异丙基-2-酮-L-古龙酸一水物"," 2,3:4,6-Di-O-isopropylidene-2-keto-L-gulonicacidmonohydrate",毕得,5 g,5,g,1,29.4,not_stocked,wangxi,20240913
873924-12-0,7-(叔丁氧基羰基)-7-氮杂螺[3.5]壬烷-2-羧酸,7-(tert-Butoxycarbonyl)-7-azaspiro[3.5]nonane-2-carboxylic acid,毕得,1 g,1,g,1,170.1,not_stocked,wangxi,
91-60-1,2-萘硫酚,Naphthalene-2-thiol,乐研,10 g,10,g,1,202.3,not_stocked,wangxi,20240913
14296-92-5,Boc-甘氨酸-L-脯氨酸,Boc-Gly-Pro-OH,毕得,5 g,5,g,1,122.5,running_out,wangxi,20240913
1125-78-6,"5,6,7,8-四氢-2-萘酚","5,6,7,8-Tetrahydro-2-naphthol",毕得,10 g,10,g,1,61.6,running_out,wangxi,20240913
4411-80-7,"6,6'-二甲基-2,2'-联吡啶","6,6'-Dimethyl-2,2'-bipyridine",毕得医药,5g,5,g,1,82.6,running_out,huangyilei,20240913
366-18-7,"2,2'-联吡啶","2,2'-Bipyridine",毕得医药,25g,25,g,1,32.2,running_out,huangyilei,20240913
149377-19-5,4-(4-羟基苯基)哌啶-1-羧酸叔丁酯,tert-Butyl 4-(4-hydroxyphenyl)piperidine-1-carboxylate,毕得医药,250mg,250,mg,1,356.3,running_out,huangyilei,20240913
105640-07-1,4-(4-羟基苯基)环己酮,4-(4-Hydroxyphenyl)cyclohexanot_stocked,毕得医药,5g,5,g,1,39.2,running_out,huangyilei,20240913
20817-72-5,豆固酮,STIGMASTADIEnot_stocked,伊诺凯,1G,1,g,1,1000,not_stocked,mengjunhong,20240914
128-09-6,N-氯代丁二酰亚胺,"1-Chloropyrrolidine-2,5-dione",毕得医药,25 g,25,g,1,44.1,running_out,chenyichi,20240915
42152-44-3,三氟甲磺酸亚铜,Trifluoromethylsulfonyloxy) copper(I),毕得医药,5 g,5,g,1,77,running_out,chenyichi,20240915
7778-53-2,磷酸钾 ,Potassium phosphate,毕得医药,100g,100,g,1,39.9,running_out,huangyilei,20240915
61790-53-2,,diatomite,泰坦,1 kg,1,kg,1,34,not_stocked,wangxi,20240916
133745-75-2,N-氟代双苯磺酰胺,"	N-Fluorobenzenesulfonimide",毕得医药,100 g,100,g,1,70.7,running_out,chenyichi,20240917
7446-70-0,无水三氯化铝,Aluminium chloride AR,安徽泽升,100 g,100,g,1,20,running_out,chenyichi,20240917
23193-18-2,"丙酮丙二酸二乙酯
",Diethyl Acetonylmalonate,TCI,1 g,1,g,1,328,not_stocked,chengzengrui,
41302-34-5,"2-氧环己烷羧酸甲酯
",Methyl 2-oxocyclohexanecarboxylate,毕得医药,5 g,5,g,1,87.5,not_stocked,chengzengrui,20240917
3017-70-7,"2-溴-3-甲基-2-丁烯
",2-Bromo-3-methyl-2-butene,毕得医药,1 g,1,g,1,339.5,not_stocked,chengzengrui,20240917
1660-93-1,"3,4,7,8-四甲基-1,10-菲罗啉","3,4,7,8-Tetramethyl-1,10-phenanthroline",毕得医药,1 g,1,g,1,34.3,not_stocked,chengzengrui,20240917
118628-68-5,"(1R,2R)-N,N'-二甲基-1,2-二苯基-1,2-二乙胺","(1R,2R)-N,N'-Dimethyl-1,2-diphenylethane-1,2-diamine",毕得医药,250 mg,250,mg,1,51.1,not_stocked,chengzengrui,20240917
40473-01-6,"2-溴-5-氯吡啶
",2-Bromo-5-chloropyridine,毕得医药,25 g,25,g,1,46.9,not_stocked,chengzengrui,20240917
1148-79-4,"2,2':6',2""-三联吡啶","2,2':6',2''-Terpyridine",毕得医药,1 g,1,g,1,63.7,not_stocked,chengzengrui,20240917
115091-29-7,"4,4',4''-三叔丁基-2,2':6',2''-三联吡啶 ","4,4',4''-Tri-tert-butyl-2,2':6',2''-terpyridine",毕得医药,100 mg,100,mg,1,111.3,not_stocked,chengzengrui,20240917
1423-60-5,"3-丁炔-2-酮
",3-butyn-2-one,麦克林,1 mL,1,mL,1,346,not_stocked,chengzengrui,20240917
944709-74-4,"2-溴-6-甲氧基嘧啶
",2-Bromo-6-methoxypyrimidine,毕得医药,1 g,1,g,1,289.8,not_stocked,chengzengrui,20240917
13894-21-8,"1-(炔磺酰基)-4-甲基苯
",Ethynyl p-Tolyl Sulfone,毕得医药,1 g,1,g,1,191.8,not_stocked,chengzengrui,20240917
7785-70-8,"(1R)(+)α蒎烯
",(1R)-(+)-α-Pinene,毕得医药,5 g,5,g,1,49.3,running_out,chengzengrui,20240917
154229-18-2,醋酸阿比特龙,Abiraterone acetate,Adamas,250 mg,250,mg,1,212.1,running_out,chengzengrui,20240917
128-09-6,N-氯代丁二酰亚胺,"1-Chloropyrrolidine-2,5-dione",毕得医药,100g,100,g,1,44.1,high_usage,sulingyu,20240917
161265-03-8,"4,5-双(二苯基膦)-9,9-二甲基氧杂蒽","(9,9-Dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)",毕得医药,"10g	",10,g,1,48.3,running_out,sulingyu,20240917
51364-51-3,三(二亚苄基丙酮)二钯(0),Tris(dibenzylideneacetone)dipalladium(0),毕得医药,5g,5,g,1,543.2,running_out,sulingyu,20240917
13771-68-1,5-溴苯并[b]噻吩-2-羧酸乙酯,Ethyl 5-bromobenzo[b]thiophene-2-carboxylate,毕得医药,5g,5,g,1,607.6,running_out,sulingyu,20240917
7631-86-9,石英砂（20-40目）,,Greagent,500g*20,500,g,20,360,running_out,sunyichen,20240918
402-67-5,"	3-氟硝基苯",1-Fluoro-3-nitrobenzene,乾元新景,25 g,25,g,1,52.8,running_out,chenyichi,20240918
98-95-3,硝基苯,Nitrobenzene,通广精细,500 ml,500,mL,1,36,running_out,chenyichi,20240918
13154-24-0,三异丙氯硅烷,Triisopropylsilyl chloride,伊诺凯,25g,25,g,1,24,running_out,huzhibin,20240918
109-99-9,四氢呋喃,Tetrahydrofuran,通广精细,500ml*2,500,ml,2,38,common_public,huzhibin,20240918
1975/5/8,乙腈,Acetonitrile,通广精细,500ml*2,500,ml,2,33,common_public,huzhibin,20240918
108-88-3,甲苯,Toluene,通广精细,500ml*2,500,ml,2,28,common_public,huzhibin,20240918
91053-39-3,硅藻土,diatomite,泰坦,500g*2,500,g,2,17,common_public,huzhibin,20240918
108-95-2,苯酚,Phenol,百灵威,50g,50,g,1,25.5,degraded,huzhibin,20240918
224452-66-8,瑞他莫林,RETAPAMULIN,毕得医药,1 g,1,g,1,434,not_stocked,mengjunhong,20240918
56-81-5,甘油,Glycerol,伊诺凯,500mL,500,mL,1,24,running_out,mengjunhong,20240918
37942-01-1,,5-Bromo-2-methoxyphenol,百灵威J&K,5 g,5,g,1,29,not_stocked,wangxi,20240920
144060-53-7,2-(3-氰基-4-异丁氧基苯基)-4-甲基噻唑-5-甲酸,2-(3-Cyano-4-isobutoxyphenyl)-4-methylthiazole-5-carboxylic acid,毕得,5 g,5,g,1,62.3,not_stocked,wangxi,20240920
54274-80-5,反式-甲基-4-甲酰基环己烷羧酸,trans-Methyl 4-formylcyclohexanecarboxylate,毕得,1 g,1,g,1,308,not_stocked,wangxi,20240920
107263-95-6,1-氟吡啶三氟甲烷磺酸盐,1-Fluoropyridinium triflate,安耐吉,5 g,5,g,1,137.7,running_out,chenyichi,20240920
14906-59-3,4-氰基吡啶N-氧化物,4-Cyanopyridine 1-oxide,毕德,25 g,25,g,1,77,not_stocked,chenyichi,20240921
3783-38-8,异烟酸甲酯-N-氧化物,Methylisonicotinate-N-Oxide,罗恩,1 g*2,1,g,2,95.2,not_stocked,chenyichi,20240921
1124-33-0,4-硝基吡啶-N-氧化物,4-Nitropyridine 1-oxide,毕德,25 g,25,g,1,54.6,running_out,chenyichi,20240921
1975/9/2,超干二氯甲烷,Dichloromethane,安耐吉,500mL,500,mL,1,58,not_stocked,pengjing,20240921
2456-81-7,4-吡咯烷基吡啶,4-Pyrrolidinopyridine,毕得,10g,10,g,1,39.2,not_stocked,pengjing,20240921
1074-98-2,3-甲基-4-硝基吡啶-N-氧化物,3-Methyl-4-nitropyridine 1-oxide,毕德,5 g,5,g,1,59.5,not_stocked,chenyichi,20240922
5470-66-6,2-甲基-4-硝基吡啶-N-氧化物,4-Nitro-2-picoline N-oxide,毕德,5 g,5,g,1,53.9,not_stocked,chenyichi,20240922
108149-63-9,"(R)-N-Boc-2,2-二甲基-4-(羟甲基)噁唑烷"," (R)-tert-Butyl 4-(hydroxymethyl)-2,2-dimethyloxazolidine-3-carboxylate",毕得医药,1g,1,g,1,129.5,not_stocked,huangyilei,20240922
24324-17-2,芴甲醇,9-Fluorenemethanol,毕得医药,25g,25,g,1,28.7,not_stocked,huangyilei,20240922
40150-92-3,1-(4-异丁基苯基)乙醇,1-(4-异丁基苯基)乙醇,毕得医药,1g,1,g,1,285.6,not_stocked,huangyilei,20240922
770-71-8,1-金刚烷甲醇,Adamantan-1-ylmethanol,毕得医药,5g,5,g,1,28.7,not_stocked,huangyilei,20240922
1121-92-2,氮杂环辛烷, Azocane,毕得医药,250mg,250,mg,1,140,not_stocked,huangyilei,20240922
1502-03-0,环十二胺,Cyclododecanamine,毕得医药,1g,1,g,1,84,not_stocked,huangyilei,20240922
17768-41-1,1-胺甲基金刚烷, Adamantan-1-ylmethanamine,毕得医药,1g,1,g,1,73.5,not_stocked,huangyilei,20240922
113451-59-5,"(1S,4S)-2-BOC-2,5-二氮双环[2.2.1]庚烷","(1S,4S)-2-Boc-2,5-diazabicyclo[2.2.1]heptane",毕得医药,1g,1,g,1,33.6,not_stocked,huangyilei,20240922
147459-51-6,"顺式-八氢-1H-吡咯并[3,4-b]吡啶","cis-Octahydro-1H-pyrrolo[3,4-b]pyridine",毕得医药,250mg,250,mg,1,128.1,not_stocked,huangyilei,20240922
336191-17-4,"2,8-二氮杂螺[4.5]癸-2-羧酸叔丁酯"," tert-Butyl 2,8-diazaspiro[4.5]decane-2-carboxylate",毕得医药,250mg,250,mg,1,63.7,not_stocked,huangyilei,20240922
1041026-70-3,"2,6-二氮杂螺[3.3]庚烷-2-甲酸叔丁酯"," tert-Butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate",毕得医药,250mg,250,mg,1,133,not_stocked,huangyilei,20240922
2523-55-9,反式 4-甲基环己胺,trans-4-Methylcyclohexylamine,毕得医药,1g,1,g,1,22.4,not_stocked,huangyilei,20240922
697235-49-7,2-(3-(4-羟基苯基)丙酰氨基)苯甲酸 ," 2-(3-(4-Hydroxyphenyl)propanamido)benzoic acid
货号BD708603",毕得医药,5g,5,g,1,91,not_stocked,huangyilei,20240922
81936-33-6,反式-4-丙基环己基苯酚,4-(Trans-4-propylcyclohexyl)phenol,毕得医药,25g,25,g,1,53.9,not_stocked,huangyilei,20240922
854952-58-2,(9-苯基-9H-咔唑-3-基)硼酸 ,(9-Phenyl-9H-carbazol-3-yl)boronic acid,毕得医药,10g,10,g,1,42,not_stocked,shihongwei,20240922
156353-01-4,N-甲氧基-N-甲基四氢吡喃-4-甲酰胺,N-Methoxy-N-Methyltetrahydropyran-4-carboxaMide,乐研,250mg,250,mg,1,37.1,not_stocked,xuguofeng,20240923
141095-78-5,2 - 溴 - 1 - (四氢 - 2H - 吡喃 - 4 - 基)乙酮,2-BroMo-1-(Tetrahydro-pyran-4-yl)-ethanot_stocked,毕得医药,100mg,100,mg,1,56.7,running_out,xuguofeng,20240923
13499-05-3,四氯化铪,Hafnium(IV) chloride,罗恩,5g,5,g,1,100.1,not_stocked,xingyihong,20240923
3360-41-6,4-苯基丁醇,4-Phenylbutanol,Adamas,25g,25,g,1,42.75,not_stocked,yanglicheng,20240923
13400-13-0,氟化铯,Cesium fluoride,罗恩,10g,10,g,1,46.2,running_out,huzhibin,20240923
24979-70-2,聚(4-乙烯基苯酚),聚(4-乙烯基苯酚),MREDA,1g,1,g,1,90,not_stocked,huangyilei,20240924
1124-64-7,丁基氯化吡啶,,希恩思,25g,25,g,1,72,running_out,sunyichen,20240924
3141-27-3,"2,5-二溴噻吩","2,5-Dibromothiophene",希恩思,100g,100,g,1,18,not_stocked,shihongwei,20240924
13720-06-4,"2,6-二溴萘","	2,6-DIBROMONAPHTHALENE",希恩思,5g,5,g,1,120,not_stocked,shihongwei,20240924
908350-80-1,4-(2-吡啶基)苯硼酸频哪醇酯 ,"2-(4-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)pyridine",乐研,5g,5,g,1,466.9,not_stocked,shihongwei,20240924
34784-02-6,3-溴异喹啉,3-BROMOISOQUINOLINE,希恩思,5g,5,g,1,339,running_out,shihongwei,20240924
81-25-4,胆酸,Cholic acid,百灵威,25 g,25,g,1,124.1,not_stocked,pengjing,20240924
474-25-9,鹅脱氧胆酸,Chenodeoxycholic acid,百灵威,5 g,5,g,1,120.7,not_stocked,pengjing,20240924
98-59-9,对甲苯磺酰氯,"p-Toluenesulfonyl chloride, 99%",J&K,100G,100,g,1,57.8,running_out,huangyilei,20240924
116-11-0,2-甲氧基丙烯,2-Methoxypropene,Adamas,25g,25,g,1,38,not_stocked,chengzengrui,20240924
69739-34-0,叔丁基二甲基甲硅烷基三氟甲磺酸酯,tert-Butyldimethylsilyl trifluoromethanesulfonate,毕得,25g,25,g,1,49.7,running_out,chengzengrui,20240924
1975/5/8,超干乙腈,"Acetonitrile, 99.9%, extra dry with molecular sieves, Water≤30 ppm,in resealable bottle",伊诺凯,500 ml,500,mL,1,198.4,running_out,chengzengrui,20240924
14694-95-2,三苯基膦氯化铑, Tris(triphenylphosphine)chlororhodium,毕得,100 mg,100,mg,1,55.3,not_stocked,chengzengrui,20240924
21193-75-9,"(2R,3R,4R)-2-(羟甲基)-3,4-二氢-2H-吡喃-3,4-二醇","(2R,3R,4R)-2-(Hydroxymethyl)-3,4-dihydro-2H-pyran-3,4-diol",毕得,,,,1,,not_stocked,chengzengrui,20240924
546-67-8,"四乙酸铅
",Lead(IV) acetate,伊诺凯,500g,500,g,1,1822,running_out,zhuminghui,20240925
13170-43-9,(三甲基硅基)甲基氯化镁,TRIMETHYLSILYLMETHYLMAGNESIUM CHLORIDE,阿拉丁,100mL,100,mL,1,103.66,not_stocked,xingyihong,20240925
103-64-0,溴代苏合香烯,beta-Bromostyrene,欣恒研,5 g,5,g,1,73.6,running_out,xingyihong,20240925
1137-42-4,4-羟基二苯甲酮,4-Hydroxybenzophenot_stocked,希恩思,25g,25,g,1,12,not_stocked,xingyihong,20240925
107263-95-6,1-氟吡啶三氟甲烷磺酸盐,1-Fluoropyridinium triflate,阿拉丁,1 g*3,1,g,3,195,not_stocked,chenyichi,20240926
4472-41-7,"氘代N,N二甲基甲酰胺","d7 N,N-Dimethylformamide-d7, 99.5 atom%D",jk,5ml,5,mL,1,1211,not_stocked,zhuminghui,20240926
72707-66-5,2-(溴甲基)丙烯酸,2-(Bromomethyl)acrylic Acid,阿拉丁,1g,1,g,1,520.96,not_stocked,xingyihong,20240927
1945-84-2,2-炔基吡啶,2-Ethynylpyridine,毕得,10g,10,g,1,191.1,running_out,huzhibin,20240927
131274-22-1,三叔丁基膦四氟硼酸盐,Tri-tert-butylphosphine tetrafluoroborate,希恩思,25g,25,g,1,54,not_stocked,shihongwei,20240927
101-70-2,"4,4'-二甲氧基二苯胺","4,4'-DIMETHOXYDIPHENYLAMINE",希恩思,25g,25,g,1,157,running_out,shihongwei,20240927
23150-65-4,L-谷氨酸二甲酯 盐酸盐,H-Glu(OMe)-OMe.HCl,毕得医药,25g,25,g,1,35,not_stocked,huangyilei,20240927
25952-53-8,1-乙基-(3-二甲基氨基丙基)碳酰二亚胺盐酸盐, 1-(3-Dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride,毕得医药,100g,100,g,1,58.8,not_stocked,huangyilei,20240927
2592-95-2,1-羟基苯并三唑,"1H-Benzo[d][1,2,3]triazol-1-ol",毕得医药,100g,100,g,1,67.2,not_stocked,huangyilei,20240927
501-94-0,对羟基苯乙醇,2-(4-Hydroxyphenyl)ethanol,毕得医药,25g,25,g,1,36.4,not_stocked,huangyilei,20240928
534-16-7,碳酸银, Silver(I) carbonate,毕得医药,5g,5,g,1,58.1,running_out,huangyilei,20240928
572-09-8,"(2R,3R,4S,5R,6R)-2-(乙酰氧基甲基)-6-溴四氢-2H-吡喃-3,4,5-三乙酸三酯","(2R,3R,4S,5R,6R)-2-(Acetoxymethyl)-6-bromotetrahydro-2H-pyran-3,4,5-triyl triacetate
",毕得医药,5g,5,g,1,42.7,running_out,huangyilei,20240928
131274-22-1,三叔丁基膦四氟硼酸盐,Tri-tert-butylphosphine tetrafluoroborate,希恩思,25g,25,g,1,54,not_stocked,shihongwei,20240927
3978-80-1,(S)-2-((叔丁氧羰基)氨基)-3-(4-羟基苯基)丙酸,Boc-Tyr-OH,毕得医药,25g,25,g,1,42,running_out,huangyilei,20240929
13734-34-4,N-Boc-L-苯丙氨酸,Boc-Phe-OH,毕得医药,25g,25,g,1,25.9,running_out,huangyilei,20240929
920-66-1,"1,1,1,3,3,3-六氟丙-2-醇","1,1,1,3,3,3-Hexafluoropropan-2-ol",毕得医药,100 g,100,g,1,69.3,running_out,chenyichi,20240929
75-52-5,硝基甲烷,Nitromethane,通广,500 mL,500,mL,1,193,running_out,chenyichi,20240929
26537-19-9,对叔丁基苯甲酸甲酯,Methyl 4-(tert-butyl)benzoate,毕得,100 g,100,g,1,44.8,not_stocked,chenyichi,20240930
87808-48-8,3-氟-4-甲基苯甲酸甲酯,Methyl 3-fluoro-4-methylbenzoate,毕得,1 g,1,g,1,23.8,not_stocked,chenyichi,20240930
99-75-2,对甲基苯甲酸甲酯,Methyl 4-methylbenzoate,麦克林,100 g,100,g,1,102.4,not_found,chenyichi,20240930
201802-29-1,4-双(4-甲氧基苯基)氨基苯基硼酸 ,(4-(Bis(4-methoxyphenyl)amino)phenyl)boronic acid,毕得医药,5g,5,g,1,586.6,running_out,shihongwei,20240722
546-67-8,"四乙酸铅
",Lead(IV) acetate,伊诺凯,500g,500,g,1,1822,running_out,zhuminghui,20240925
3375-31-3,醋酸钯,Palladium (II) Acetate,Sigma-Aldrich,1g,1,g,1,363.35,running_out,sunyichen,20241003
3512-17-2,"2,4,6-三氟吡啶","2,4,6-Trifluoropyridine",毕得医药,1 g*2,1,g,2,187.6,not_stocked,chenyichi,20241003
60871-83-2,三氟甲磺酸镁,Magnesium Trifluoromethanesulfonate,迈瑞达,5g,5,g,1,18,not_stocked,sunyichen,20241003
83-44-3,去氧胆酸,"
Deoxycholic acid",毕得医药,5g,5,g,1,31.5,not_stocked,sunyichen,20241003
13463-67-7,纳米二氧化钛,Titanium dioxide,罗恩,1 g,1,g,1,25.2,not_stocked,zhaobinzhi,20240906
1317-35-7,四氧化三锰,"
Manganese(II,III) oxide",阿拉丁,5g,5,g,1,82.9,not_stocked,zhaobinzhi,20240914
,,Manganese(IV) dioxide,阿拉丁,10 g,10,g,1,23.92,not_stocked,zhaobinzhi,20241001
,,Manganese(II) monoxide,阿拉丁,100g,100,g,1,64,not_stocked,zhaobinzhi,20241001
1317-34-6,三氧化二锰,,阿拉丁,10g,10,g,1,33.52,not_stocked,zhaobinzhi,20241001
110-70-3,"N,N'-二甲基乙二胺","N1,N2-Dimethylethane-1,2-diamine",毕得医药,25g,25,g,1,39.9,running_out,huzhibin,20241004
72762-00-6,吡啶-2-醇,Pyridin-2-ol,毕得医药,25g,25,g,1,31.5,running_out,huzhibin,20241004
13965-03-2,双(三苯基膦)二氯化钯(II),Dichlorobis(triphenylphosphine)palladium(II),百灵威J&K,5g,5,g,1,345,running_out,huzhibin,20241004
6945-67-1,2-溴-4-硝基吡啶,2-Bromo-4-nitropyridine,毕得医药,10g,10,g,1,201.6,not_stocked,huzhibin,20241004
2176-62-7,五氯吡啶,Perchloropyridine,希恩斯,25g,25,g,1,13,not_stocked,huzhibin,20241004
554-68-7,三乙胺盐酸盐,Triethylamine hydrochloride,毕得医药,100g,100,g,1,41.3,not_stocked,huzhibin,20241004
289-80-5,哒嗪,Pyridazine,毕得医药,5g,5,g,1,43.4,not_found,huzhibin,20241004
68109-03-5,,Tetrabutylammonium decatungstate,"乐研
",100mg*2,100,mg,2,81.2,running_out,zhaobinzhi,20241004
402-44-8,4-氟三氟甲苯,1-Fluoro-4-(trifluoromethyl)benzene,毕得医药,100 g,100,g,1,70.7,not_stocked,chenyichi,20241005
1665-00-5,氘代二氯甲烷,METHYLENE CHLORIDE-D2,CIL,10×0.6ml,,,1,420,not_stocked,huzhibin,20241005
1504-58-1,3-苯基-2-丙炔-1-醇,3-Phenylprop-2-yn-1-ol,毕得医药,5g,5,g,1,62.3,not_stocked,huangyilei,20241005
63-45-6,8-(4-氨基-1-甲基丁氨基)-6-甲氧基喹啉二磷酸盐,"N4-(6-Methoxyquinolin-8-yl)pentane-1,4-diamine bis(phosphate)",毕得医药,5g,5,g,1,88.9,not_stocked,huangyilei,20241005
612-96-4,2-苯基喹啉,2-Phenylquinoline,毕得医药,10 g,10,g,1,223.3,running_out,chenyichi,
140681-55-6,"1-氯甲基-4-氟-1,4-二叠氮双环[2.2.2]辛烷双四氟硼酸盐","1-Chloromethyl-4-fluoro-1,4-diazoniabicyclo[2.2.2]octane",麦克林(Macklin),100 g,100,g,1,98.4,running_out,chenyichi,20241006
7803-49-8,羟胺,HYDROXYLAMINE,毕得医药,100g,100,g,1,102.9,running_out,xuguofeng,20241006
762-42-5,丁炔二酸二甲酯,Dimethyl acetylenedicarboxylate,毕得医药,25g,25,g,1,39.2,running_out,xuguofeng,20241006
1003-31-2,2-氰基噻吩,2-Thiophenecarbonitrile,毕得医药,5g,5,g,1,26.6,not_stocked,xuguofeng,20241006
72835-25-7,5-甲基噻吩-2-甲腈;5-甲基-2-噻吩甲腈;5-甲基噻吩-2-腈,5-methylthiophene-2-carbonitrile,毕得医药,1g,1,g,1,41.3,not_stocked,xuguofeng,20241006
13771-68-1,5-溴苯并[b]噻吩-2-羧酸乙酯,Ethyl 5-bromobenzo[b]thiophene-2-carboxylate,毕得医药,5g,5,g,1,607.6,not_stocked,sulingyu,20241006
1457-85-8,草酰苯胺乙酯;草酰苯胺单乙酯,ETHYL OXANILATE,希恩思,1g,1,g,1,64,not_stocked,tangshuyuan,20241007
773-01-3,"2,4,6-三甲基吡喃鎓四氟硼酸盐","2,4,6-TRIMETHYLPYRYLIUM TETRAFLUOROBORATE",毕得,5 g,5,g,1,84.7,running_out,wangxi,20241007
55757-46-5,N-(叔丁氧基羰基)-L-半胱氨酸甲酯,N-(TERT-BUTOXYCARBONYL)-L-CYSTEINE METHYL ESTER,毕得,1 g,1,g,1,25.2,not_stocked,wangxi,20241007
20887-95-0,BOC-L-半胱氨酸,N-[(tert-Butyloxy)carbonyl]-L-cysteine,毕得,5 g,5,g,1,233.1,not_stocked,wangxi,20241007
611-70-1,异丁酰苯,Isobutyrophenot_stocked,毕得,200g,200,g,1,280,running_out,admin,20241007
867-13-0,膦酰基乙酸三乙酯 ,Ethyl 2-(diethoxyphosphoryl)acetate,毕得,500g,500,g,1,91.7,running_out,admin,20241007
165617-59-4,,"4,7-dibroMobenzo[1,2-c:4,5-c']bis([1,2,5]thiadiazole)",乐妍,1g,1,g,1,595,not_stocked,shihongwei,20241007
69249-61-2,2-溴-3-己基噻吩,"	2-bromo-3-hexylthiophene",希恩思,25g,25,g,1,207,not_stocked,shihongwei,20241007
1968/12/2,"N,N'-二甲基甲酰胺",DMF,百灵威J&K,500mL,500,mL,1,43.35,not_stocked,zhaobinzhi,20241007
78-67-1,,"2,2'-Azoisobutyronitrile",百灵威J&K,25g,25,g,1,35.7,not_stocked,zhaobinzhi,20241007
100-42-5,苯乙烯,Styrene,百灵威J&K,250mL,250,mL,1,41.65,not_stocked,zhaobinzhi,20241007
920-66-1,"	六氟异丙醇","	HFIP
",毕得,500G,500,g,1,179.9,running_out,admin,20241008
13171-00-1,"4-乙酰基-6-叔丁基-1,1-二甲基茚烷","4-Acetyl-6-tert-butyl-1,1-dimethylindan",毕得,2 * 5 g,5,g,2,289.8,running_out,chenyichi,20241008
1517-05-1,2-叠氮乙醇, 2-Azidoethanol,毕得医药,1g,1,g,1,124.6,not_stocked,huangyilei,20241008
38017-65-1,(S)-2-((S)-2-氨基-3-苯丙酰氨基)-3-苯丙酸甲酯盐酸盐, Methyl L-phenylalanyl-L-phenylalaninate hydrochloride,毕得医药,1g,1,g,1,231.7,not_stocked,huangyilei,20241008
822-06-0,六亚甲基二异氰酸酯,Hexamethylene diisocyanate,阿拉丁,25ML,25,mL,1,28.72,not_stocked,huzhibin,20241009
104-49-4,对苯二异氰酸酯,"1,4-Phenylene diisocyanate",阿拉丁,5g,5,g,1,25.52,not_stocked,huzhibin,20241009
599-00-8,氘代三氟乙酸,Trifluoroacetic acid-d(TMS),乐研,25g,25,g,1,310,running_out,admin,20241010
4132-48-3,对异丙基苯甲醚,4-Isopropylanisole,毕得,25 g,25,g,1,142.8,not_stocked,chenyichi,20241010
720-75-2,4-甲基联苯-2-甲酸甲酯,"Methyl [1,1'-biphenyl]-4-carboxylate",毕得,5 g,5,g,1,53.9,not_stocked,chenyichi,20241010
872-93-5,"3-甲基四氢噻吩 1,1-二氧化物","3-Methyltetrahydrothiophene 1,1-dioxide",毕得,1 g,1,g,1,44.1,not_stocked,chenyichi,20241010
26042-64-8,六氟锑酸银,Silver hexafluoroantimonate,百灵威J&K,1 g,1,g,1,55,not_stocked,chenyichi,20241010
546-67-8,"四乙酸铅
",Lead(IV) acetate,伊诺凯,500g,500,g,1,1822,running_out,zhuminghui,20241011
51608-60-7,"
N-亚苄基-4-甲基苯磺酰胺","	N-Benzylidene-4-methylbenzensulfonamid",阿拉丁,1g,1,g,1,467.92,running_out,zhuminghui,20241011
1486-28-8,"二苯基甲基膦, "," Methyldiphenylphosphine, ",伊诺凯,5g,5,g,1,92,degraded,zhuminghui,20241011
38053-91-7,"2-三甲基硅氧基-1,3-丁二烯，"," 2-Trimethylsilyloxy-1,3-butadiene",伊诺凯,"	5ML",5,mL,1,272,not_stocked,zhuminghui,20241011
93102-05-7,N-(甲氧甲基)-N-(三甲基硅甲基)苄胺 ,N-(Methoxymethyl)-N-(trimethylsilylmethyl)benzylamin,毕得,5g,5,g,1,28,running_out,zhuminghui,20241011
88284-48-4,2-(三甲基甲硅烷基)苯基三氟甲磺酸酯, 2-(Trimethylsilyl)phenyl trifluoromethanesulfonate,毕得,5g,5,g,1,91.7,running_out,zhuminghui,20241011
566940-03-2,"(R)-5,5'-双[二(3,5-二-T-丁基-4-甲氧基苯)磷]-4,4'-BI-1,3-苯二恶唑 ("," (R)-5,5'-Bis[di(3,5-di-tert-butyl-4-methoxyphenyl)phosphino]-4,4'-bi-1,3-benzodioxole
",毕得,1g,1,g,1,293.3,not_stocked,zhuminghui,20241011
